1648018799.9723043,20.74,0.47
1648018804.1291058,20.71,0.47
1648018809.327087,20.74,0.47
1648018814.535142,20.73,0.47
1648018819.7335596,20.71,0.47
1648018824.930603,20.71,0.47
1648018830.1313853,20.74,0.47
1648018834.3029234,20.71,0.47
1648018839.4937258,20.73,0.47
1648018844.6965349,20.73,0.47
1648018849.8878462,20.75,0.47
1648018855.088714,20.74,0.47
1648018860.290822,20.75,0.47
1648018864.4580472,20.75,0.47
1648018869.657859,20.73,0.47
1648018874.853587,20.73,0.47
1648018880.0462666,20.74,0.47
1648018885.2488558,20.71,0.47
1648018889.4135478,20.73,0.47
1648018894.609287,20.75,0.47
1648018899.8133194,20.75,0.47
1648018905.0120332,20.74,0.47
1648018910.2165303,20.75,0.47
1648018914.373618,20.74,0.47
1648018919.5715005,20.75,0.47
1648018924.7754347,20.74,0.47
1648018929.9696357,20.74,0.47
1648018935.165647,20.75,0.47
1648018940.3676941,20.74,0.47
1648018944.5208201,20.77,0.47
1648018949.7338982,20.77,0.47
1648018954.93086,20.75,0.47
1648018960.14615,20.74,0.47
1648018965.33655,20.77,0.47
1648018969.4878266,20.75,0.47
1648018974.6962035,20.77,0.47
1648018979.8931026,20.75,0.47
1648018985.0938513,20.75,0.47
1648018990.2853322,20.74,0.47
1648018995.4999516,20.74,0.47
1648018999.6437335,20.74,0.47
1648019004.8523269,20.75,0.47
1648019010.0582411,20.73,0.47
1648019015.243354,20.74,0.47
1648019020.4539073,20.73,0.47
1648019024.6339815,20.75,0.47
1648019029.8169267,20.74,0.47
1648019035.0086615,20.75,0.47
1648019040.2134771,20.74,0.47
1648019045.4145708,20.74,0.47
1648019050.61468,20.73,0.47
1648019054.7740726,20.74,0.47
1648019059.967021,20.71,0.47
1648019065.1645846,20.75,0.47
1648019070.3777418,20.73,0.47
1648019075.5654132,20.74,0.47
1648019079.7344978,20.73,0.47
1648019084.9316592,20.73,0.47
1648019090.1317992,20.75,0.47
1648019095.335792,20.73,0.47
1648019100.53743,20.74,0.47
1648019105.7274332,20.74,0.47
1648019109.89184,20.74,0.47
1648019115.0875423,20.75,0.47
1648019120.2866573,20.71,0.47
1648019125.4918594,20.74,0.47
1648019130.695589,20.73,0.47
1648019134.8546288,20.74,0.47
1648019140.0471783,20.74,0.47
1648019145.2453597,20.74,0.47
1648019150.4526875,20.74,0.47
1648019155.6600492,20.74,0.47
1648019159.8143325,20.74,0.47
1648019165.0161564,20.75,0.47
1648019170.2127683,20.74,0.47
1648019175.416189,20.74,0.47
1648019180.6146927,20.73,0.47
1648019185.8191063,20.75,0.47
1648019189.963787,20.74,0.47
1648019195.1793714,20.73,0.47
1648019200.3747454,20.74,0.47
1648019205.5653603,20.74,0.47
1648019210.7754388,20.77,0.47
1648019214.9470065,20.74,0.47
1648019220.1339555,20.75,0.47
1648019225.339212,20.75,0.47
1648019230.5317855,20.78,0.47
1648019235.7282274,20.77,0.47
1648019240.9265485,20.71,0.47
1648019245.0871797,20.77,0.47
1648019250.2871027,20.77,0.47
1648019255.4902637,20.77,0.47
1648019260.6957002,20.75,0.47
1648019265.8865929,20.75,0.47
1648019270.053087,20.75,0.47
1648019275.2512972,20.74,0.47
1648019280.464577,20.74,0.47
1648019285.6480799,20.75,0.47
1648019290.8549864,20.77,0.47
1648019296.0468009,20.74,0.47
1648019300.2166164,20.77,0.47
1648019305.418119,20.77,0.47
1648019310.6253898,20.78,0.47
1648019315.8200226,20.74,0.47
1648019321.0138752,20.77,0.47
1648019325.1703773,20.75,0.47
1648019330.3788373,20.77,0.47
1648019335.5628216,20.75,0.47
1648019340.7658725,20.77,0.47
1648019345.9758992,20.74,0.47
1648019351.1829255,20.75,0.47
1648019355.3346868,20.75,0.47
1648019360.5373456,20.75,0.47
1648019365.7342632,20.75,0.47
1648019370.930193,20.8,0.47
1648019376.1326985,20.75,0.47
1648019380.2884984,20.75,0.47
1648019385.4856555,20.77,0.47
1648019390.6921303,20.75,0.47
1648019395.8860009,20.77,0.47
1648019401.0930157,20.8,0.47
1648019405.2575467,20.8,0.47
1648019410.4566503,20.78,0.47
1648019415.6438484,20.77,0.47
1648019420.8516376,20.77,0.47
