/node0/timestamp,/node0/temperature,/node0/humidity
1647378003.6157835,21.5,0.54
1647378008.822488,21.53,0.54
1647378014.025712,21.47,0.54
1647378018.1834095,21.49,0.54
1647378023.3800273,21.5,0.54
1647378028.592994,21.51,0.54
1647378033.7871327,21.53,0.54
1647378038.9896522,21.5,0.54
1647378043.140173,21.49,0.54
1647378048.3412864,21.5,0.54
1647378053.5369477,21.47,0.54
1647378058.7407713,21.5,0.54
1647378063.9551518,21.47,0.54
1647378069.1435146,21.5,0.54
1647378073.3084764,21.51,0.54
1647378078.511531,21.5,0.54
1647378083.7084582,21.5,0.54
1647378088.899851,21.5,0.54
1647378094.106696,21.49,0.54
1647378098.2542806,21.5,0.54
1647378103.4623914,21.51,0.54
1647378108.6775937,21.53,0.54
1647378113.855076,21.5,0.54
1647378119.06427,21.49,0.54
1647378123.2212377,21.5,0.54
1647378128.4229174,21.49,0.54
1647378133.620118,21.49,0.54
1647378138.8198245,21.5,0.54
1647378144.0220118,21.49,0.54
1647378149.2160325,21.49,0.54
1647378153.3899732,21.51,0.54
1647378158.5872486,21.47,0.54
1647378163.7831156,21.46,0.54
1647378168.9910822,21.47,0.54
1647378174.179262,21.49,0.54
1647378178.335712,21.47,0.54
1647378183.5504866,21.47,0.54
1647378188.744509,21.49,0.54
1647378193.9440339,21.47,0.54
1647378199.137088,21.5,0.54
1647378204.3601468,21.46,0.54
1647378208.4982445,21.47,0.54
1647378213.701587,21.49,0.54
1647378218.8975675,21.49,0.54
1647378224.1164603,21.47,0.54
1647378229.2987404,21.5,0.54
1647378233.4565835,21.51,0.54
1647378238.6785557,21.49,0.54
1647378243.861397,21.51,0.54
1647378249.0737665,21.46,0.54
1647378254.2620966,21.46,0.54
1647378259.465399,21.49,0.54
1647378263.627097,21.49,0.54
1647378268.8215573,21.47,0.54
1647378274.0220985,21.47,0.54
1647378279.2196736,21.49,0.54
1647378284.424742,21.47,0.54
1647378288.586465,21.5,0.54
1647378293.7828853,21.49,0.54
1647378298.9789252,21.5,0.54
1647378304.1830058,21.47,0.54
1647378309.3850985,21.45,0.54
1647378314.5912433,21.45,0.54
1647378318.7519865,21.43,0.54
1647378323.9416313,21.45,0.54
1647378329.132242,21.45,0.54
1647378334.3447478,21.45,0.54
1647378339.5389202,21.43,0.54
1647378343.7060032,21.43,0.54
1647378348.9031744,21.46,0.54
1647378354.1003766,21.46,0.54
1647378359.3081367,21.47,0.54
1647378364.5134015,21.45,0.54
1647378369.710133,21.45,0.54
1647378373.8770778,21.42,0.54
1647378379.077479,21.43,0.54
1647378384.2632158,21.45,0.54
1647378389.4626496,21.43,0.54
1647378394.6796033,21.46,0.54
1647378398.8215754,21.42,0.54
1647378404.0250988,21.46,0.54
1647378409.2161129,21.4,0.54
1647378414.4174225,21.43,0.54
1647378419.621674,21.42,0.54
1647378423.786848,21.43,0.54
1647378428.9984415,21.45,0.54
1647378434.1918323,21.43,0.54
1647378439.3749976,21.45,0.54
1647378444.5849361,21.45,0.54
1647378449.7733133,21.46,0.54
1647378453.9343157,21.43,0.54
1647378459.143345,21.4,0.54
1647378464.3403723,21.43,0.54
1647378469.542652,21.42,0.54
1647378474.740982,21.45,0.54
1647378478.9032402,21.43,0.54
1647378484.092146,21.42,0.54
1647378489.3018358,21.4,0.54
1647378494.50623,21.4,0.54
1647378499.705584,21.43,0.54
1647378504.8990571,21.42,0.54
1647378509.0686438,21.4,0.54
1647378514.2532108,21.39,0.54
1647378519.4716394,21.4,0.54
1647378524.6624048,21.43,0.54
1647378529.8617785,21.42,0.54
1647378534.034417,21.45,0.54
1647378539.2202299,21.42,0.54
1647378544.4214764,21.43,0.54
1647378549.6135302,21.43,0.54
1647378554.8193314,21.42,0.54
1647378560.0178146,21.4,0.54
1647378564.1844912,21.39,0.54
1647378569.3833997,21.36,0.54
1647378574.5903826,21.39,0.54
1647378579.7769947,21.4,0.54
1647378584.980994,21.42,0.54
1647378589.1381903,21.43,0.54
1647378594.334669,21.43,0.54
1647378599.54629,21.42,0.54
1647378604.734705,21.43,0.54
1647378609.9417179,21.45,0.54
1647378615.1328666,21.46,0.54
1647378619.2990623,21.47,0.54
1647378624.509877,21.47,0.54
1647378629.710128,21.49,0.54
1647378634.8985274,21.45,0.54
1647378640.1121094,21.47,0.54
1647378644.2632477,21.47,0.54
1647378649.4715142,21.45,0.54
1647378654.677606,21.46,0.54
1647378659.8607402,21.43,0.54
1647378665.0639393,21.46,0.54
1647378670.2618265,21.45,0.54
1647378674.4164305,21.47,0.54
1647378679.6290963,21.47,0.54
1647378684.820712,21.49,0.54
1647378690.0115814,21.47,0.54
1647378695.2276073,21.45,0.54
1647378699.3921084,21.46,0.54
1647378704.6005201,21.46,0.54
1647378709.7976606,21.45,0.54
1647378714.9912045,21.46,0.54
1647378720.1922064,21.45,0.54
1647378725.385275,21.45,0.54
1647378729.5400367,21.47,0.54
1647378734.7491548,21.46,0.54
1647378739.940828,21.46,0.54
1647378745.142315,21.46,0.54
1647378750.3405457,21.49,0.54
1647378754.5034068,21.47,0.54
1647378759.6987019,21.46,0.54
1647378764.896426,21.47,0.54
1647378770.0943387,21.47,0.54
1647378775.3039298,21.45,0.54
1647378779.4603868,21.47,0.54
1647378784.6642194,21.46,0.54
1647378789.8657408,21.42,0.54
1647378795.0729368,21.45,0.54
1647378800.2642157,21.46,0.54
1647378805.479417,21.45,0.54
1647378809.6323514,21.46,0.54
1647378814.8149176,21.45,0.54
1647378820.032101,21.4,0.54
1647378825.2258036,21.43,0.54
1647378830.4235122,21.42,0.54
1647378834.5859804,21.43,0.54
1647378839.7766252,21.43,0.54
1647378844.9743552,21.46,0.54
1647378850.1809065,21.5,0.54
1647378855.3873816,21.5,0.54
1647378860.5808125,21.53,0.54
1647378864.7428293,21.5,0.54
1647378869.950645,21.49,0.54
1647378875.1335979,21.49,0.54
1647378880.3377922,21.47,0.54
1647378885.553859,21.49,0.54
1647378889.6955056,21.47,0.54
1647378894.9020295,21.49,0.54
1647378900.0980027,21.47,0.54
1647378905.310903,21.5,0.54
1647378910.4962244,21.47,0.54
1647378914.668749,21.49,0.54
1647378919.8546681,21.51,0.54
1647378925.0619612,21.5,0.54
1647378930.2622983,21.49,0.54
1647378935.459139,21.49,0.54
1647378940.6721172,21.49,0.54
1647378944.811837,21.49,0.54
1647378950.0246027,21.5,0.54
1647378955.2137299,21.53,0.54
1647378960.4209356,21.49,0.54
1647378965.6238503,21.49,0.54
1647378969.7837915,21.5,0.54
1647378974.9977033,21.5,0.54
1647378980.1977153,21.5,0.54
1647378985.372263,21.49,0.54
1647378990.585344,21.49,0.54
1647378995.79039,21.49,0.54
1647378999.9449575,21.49,0.54
1647379005.134021,21.49,0.54
1647379010.3395014,21.49,0.54
1647379015.541895,21.47,0.54
1647379020.7462883,21.47,0.54
1647379024.8963637,21.47,0.54
1647379030.1086848,21.46,0.54
1647379035.295235,21.47,0.54
1647379040.499879,21.46,0.54
1647379045.7036357,21.46,0.54
1647379050.9121385,21.46,0.54
1647379055.0552585,21.45,0.54
1647379060.2680588,21.46,0.54
1647379065.4549766,21.47,0.54
1647379070.6609719,21.5,0.54
1647379075.8588557,21.49,0.54
1647379080.0139122,21.5,0.54
1647379085.2263389,21.5,0.54
1647379090.4251778,21.5,0.54
1647379095.6279056,21.51,0.54
1647379100.8190746,21.51,0.54
1647379106.0239878,21.53,0.54
1647379110.1800926,21.53,0.54
1647379115.383481,21.53,0.54
1647379120.5853038,21.53,0.54
1647379125.7811298,21.51,0.54
1647379130.975697,21.5,0.54
1647379135.1433668,21.5,0.54
1647379140.345063,21.5,0.54
1647379145.5459805,21.49,0.54
1647379150.7424538,21.46,0.54
1647379155.938468,21.45,0.54
1647379161.1481578,21.46,0.54
1647379165.3058877,21.45,0.54
1647379170.4992452,21.45,0.54
1647379175.695133,21.46,0.54
1647379180.900789,21.46,0.54
1647379186.091607,21.47,0.54
1647379190.254299,21.51,0.54
1647379195.464436,21.49,0.54
1647379200.6710045,21.49,0.54
1647379205.868093,21.5,0.54
1647379211.0641978,21.51,0.54
1647379215.2234068,21.53,0.54
1647379220.4248412,21.53,0.54
1647379225.6186652,21.53,0.54
1647379230.8238678,21.49,0.54
1647379236.0210578,21.51,0.54
1647379241.2151875,21.49,0.54
1647379245.3861158,21.47,0.54
1647379250.5819952,21.47,0.54
1647379255.7871282,21.46,0.54
1647379260.9742064,21.47,0.54
1647379266.178464,21.43,0.54
1647379270.3355565,21.46,0.54
1647379275.5397189,21.46,0.54
1647379280.7408311,21.47,0.54
1647379285.94954,21.46,0.54
1647379291.1356316,21.43,0.54
1647379296.3425043,21.46,0.54
1647379300.5144308,21.46,0.54
1647379305.7121887,21.47,0.54
1647379310.9054506,21.46,0.54
1647379316.096566,21.46,0.54
1647379321.2955267,21.46,0.54
1647379325.4590166,21.49,0.54
1647379330.6590602,21.45,0.54
1647379335.8624172,21.47,0.54
1647379341.0671408,21.47,0.54
1647379346.2555616,21.47,0.54
1647379351.4538815,21.5,0.54
1647379355.6222644,21.5,0.54
1647379360.8239315,21.49,0.54
1647379366.0149794,21.49,0.54
1647379371.2226274,21.47,0.54
1647379376.423899,21.5,0.54
1647379380.5706325,21.49,0.54
1647379385.7970543,21.47,0.54
1647379390.9742842,21.46,0.54
1647379396.1855714,21.46,0.54
1647379401.3912024,21.49,0.54
1647379406.5812802,21.47,0.54
1647379410.737379,21.49,0.54
1647379415.9439409,21.47,0.54
1647379421.139882,21.47,0.54
1647379426.3483872,21.47,0.54
1647379431.5393887,21.5,0.54
1647379435.7050133,21.47,0.54
1647379440.8972933,21.5,0.54
1647379446.103126,21.46,0.54
1647379451.3105483,21.5,0.54
1647379456.5025933,21.5,0.54
1647379461.6938457,21.49,0.54
1647379465.8599017,21.49,0.54
1647379471.0781965,21.47,0.54
1647379476.2584805,21.46,0.54
1647379481.4568512,21.49,0.54
1647379486.6575093,21.5,0.54
1647379490.8216317,21.51,0.54
1647379496.018598,21.49,0.54
1647379501.222625,21.46,0.54
1647379506.4142456,21.47,0.54
1647379511.6210287,21.45,0.54
1647379516.8168542,21.45,0.54
1647379520.9875863,21.45,0.54
1647379526.1859405,21.45,0.54
1647379531.3855438,21.47,0.54
1647379536.588535,21.46,0.54
1647379541.7715416,21.49,0.54
1647379545.9373567,21.47,0.54
1647379551.145744,21.49,0.54
1647379556.3418136,21.47,0.54
1647379561.5413888,21.5,0.54
1647379566.7356393,21.49,0.54
1647379571.9342105,21.49,0.54
1647379576.112609,21.49,0.54
1647379581.298433,21.49,0.54
1647379586.500826,21.47,0.54
1647379591.702933,21.47,0.54
1647379596.8974974,21.5,0.54
1647379601.0645628,21.49,0.54
1647379606.2625678,21.49,0.54
1647379611.4626806,21.49,0.54
1647379616.6713524,21.49,0.54
1647379621.8616304,21.45,0.54
1647379627.0594494,21.46,0.54
1647379631.2258842,21.43,0.54
1647379636.4322753,21.45,0.54
1647379641.6288557,21.45,0.54
1647379646.810762,21.43,0.54
1647379652.0188437,21.42,0.54
1647379656.1894305,21.46,0.54
1647379661.3855085,21.43,0.54
1647379666.587847,21.43,0.54
1647379671.7744005,21.43,0.54
1647379676.9859686,21.45,0.54
1647379682.17419,21.43,0.54
1647379686.341376,21.43,0.54
1647379691.546767,21.46,0.54
1647379696.7370205,21.46,0.54
1647379701.9431896,21.47,0.54
1647379707.1335871,21.5,0.54
1647379711.3024845,21.47,0.54
1647379716.5188067,21.5,0.54
1647379721.7058616,21.5,0.54
1647379726.904407,21.49,0.54
1647379732.1117213,21.51,0.54
1647379736.2623525,21.49,0.54
1647379741.458055,21.47,0.54
1647379746.6547394,21.46,0.54
1647379751.8560972,21.43,0.54
1647379757.078786,21.49,0.54
1647379762.2571228,21.49,0.54
1647379766.4246283,21.49,0.54
1647379771.6182804,21.5,0.54
1647379776.8228655,21.49,0.54
1647379782.0264125,21.49,0.54
1647379787.2159452,21.47,0.54
1647379791.3809357,21.47,0.54
1647379796.582753,21.46,0.54
1647379801.7763402,21.47,0.54
1647379806.9896963,21.45,0.54
1647379812.1849072,21.45,0.54
1647379817.3861806,21.45,0.54
1647379821.5419154,21.47,0.54
1647379826.7375612,21.46,0.54
1647379831.937429,21.47,0.54
1647379837.1491768,21.49,0.54
1647379842.3518167,21.49,0.54
1647379846.5069892,21.47,0.54
1647379851.7065337,21.47,0.54
1647379856.9044907,21.51,0.54
1647379862.0989854,21.5,0.54
1647379867.3031929,21.5,0.54
1647379872.5024488,21.49,0.54
1647379876.6795623,21.5,0.54
1647379881.8556764,21.46,0.54
1647379887.0667484,21.46,0.54
1647379892.2688012,21.45,0.54
1647379897.4625418,21.45,0.54
1647379901.631933,21.43,0.54
1647379906.8201044,21.45,0.54
1647379912.0200653,21.46,0.54
1647379917.2166271,21.46,0.54
1647379922.4176815,21.46,0.54
1647379927.6167276,21.5,0.54
1647379931.7836814,21.49,0.54
1647379936.9859102,21.5,0.54
1647379942.1857982,21.49,0.54
1647379947.3851805,21.47,0.54
1647379952.581843,21.5,0.54
1647379956.7470272,21.46,0.54
1647379961.9372647,21.46,0.54
1647379967.1450567,21.47,0.54
1647379972.3381197,21.43,0.54
1647379977.5532708,21.42,0.54
1647379982.743675,21.42,0.54
1647379986.9183524,21.39,0.54
1647379992.0972185,21.43,0.54
1647379997.3043628,21.4,0.54
1647380002.4952338,21.39,0.54
1647380007.7020154,21.4,0.54
1647380011.8578956,21.39,0.54
1647380017.0603864,21.39,0.54
1647380022.2645514,21.42,0.54
1647380027.457108,21.42,0.54
1647380032.6545684,21.39,0.54
1647380037.8619108,21.39,0.54
1647380042.0238435,21.39,0.54
1647380047.2222853,21.42,0.54
1647380052.4228826,21.42,0.54
1647380057.6303234,21.45,0.54
1647380062.821895,21.43,0.54
1647380066.9842718,21.43,0.54
1647380072.1855247,21.43,0.54
1647380077.3789468,21.43,0.54
1647380082.57809,21.43,0.54
1647380087.7848601,21.43,0.54
1647380092.9761157,21.45,0.54
1647380097.1331866,21.42,0.54
1647380102.3401186,21.42,0.54
1647380107.5452123,21.4,0.54
1647380112.7448504,21.4,0.54
1647380117.9420826,21.4,0.54
1647380122.1064658,21.42,0.54
1647380127.2948587,21.42,0.54
1647380132.4993598,21.45,0.54
1647380137.6999497,21.45,0.54
1647380142.9048998,21.46,0.54
1647380147.0559866,21.42,0.54
1647380152.2526884,21.43,0.54
1647380157.456873,21.45,0.54
1647380162.6726522,21.45,0.54
1647380167.854861,21.4,0.54
1647380173.0776842,21.4,0.54
1647380177.22031,21.43,0.54
1647380182.4175775,21.43,0.54
1647380187.6241853,21.45,0.54
1647380192.8180265,21.45,0.54
1647380198.0226636,21.46,0.54
1647380202.1824315,21.46,0.54
1647380207.377798,21.47,0.54
1647380212.5974123,21.47,0.54
1647380217.7776775,21.5,0.53
1647380222.9856946,21.5,0.53
1647380228.1992407,21.51,0.53
1647380232.344641,21.49,0.54
1647380237.5451298,21.47,0.54
1647380242.7435827,21.49,0.54
1647380247.9363942,21.46,0.54
1647380253.1449847,21.47,0.54
1647380257.3057702,21.5,0.54
1647380262.5084815,21.46,0.54
1647380267.69666,21.46,0.54
1647380272.9100924,21.49,0.54
1647380278.1049962,21.49,0.54
1647380283.3023453,21.47,0.54
1647380287.4670408,21.47,0.54
1647380292.65459,21.49,0.54
1647380297.858183,21.49,0.54
1647380303.0781877,21.45,0.54
1647380308.2536662,21.43,0.54
1647380312.4214346,21.46,0.54
1647380317.6235888,21.45,0.54
1647380322.8174832,21.46,0.54
1647380328.020173,21.45,0.54
1647380333.2150683,21.46,0.54
1647380338.4221022,21.45,0.54
1647380342.5911424,21.45,0.54
1647380347.7795715,21.43,0.54
1647380353.0061164,21.43,0.54
1647380358.181331,21.42,0.54
1647380363.3837306,21.47,0.54
1647380367.542877,21.47,0.54
1647380372.743638,21.45,0.54
1647380377.946207,21.43,0.54
1647380383.1354792,21.4,0.54
1647380388.345346,21.43,0.54
1647380393.5425928,21.42,0.54
1647380397.7006056,21.4,0.54
1647380402.8935244,21.42,0.54
1647380408.108689,21.39,0.54
1647380413.2948103,21.4,0.54
1647380418.5166364,21.4,0.54
1647380422.6720414,21.39,0.54
1647380427.8620884,21.39,0.54
1647380433.0562677,21.42,0.54
1647380438.258003,21.45,0.54
1647380443.466121,21.43,0.54
1647380447.6278636,21.4,0.54
1647380452.8336515,21.43,0.54
1647380458.0151043,21.43,0.54
1647380463.2280364,21.43,0.54
1647380468.4166799,21.42,0.54
1647380473.6238194,21.4,0.54
1647380477.7804277,21.42,0.54
1647380482.981376,21.4,0.54
1647380488.1848795,21.37,0.54
1647380493.3900728,21.42,0.54
1647380498.5778103,21.43,0.54
1647380502.737845,21.45,0.54
1647380507.9368403,21.45,0.54
1647380513.1405747,21.43,0.54
1647380518.3483238,21.42,0.54
1647380523.5371385,21.4,0.54
1647380528.7438755,21.43,0.54
1647380532.912092,21.42,0.54
1647380538.102387,21.4,0.54
1647380543.296436,21.37,0.54
1647380548.5121226,21.37,0.54
1647380553.6952596,21.39,0.54
1647380557.85787,21.37,0.54
1647380563.0600448,21.37,0.54
1647380568.2541227,21.39,0.54
1647380573.4660835,21.35,0.54
1647380578.6779351,21.36,0.54
1647380583.8638935,21.37,0.54
1647380588.023802,21.39,0.54
1647380593.227357,21.37,0.54
1647380598.4164426,21.37,0.54
1647380603.6200397,21.37,0.54
1647380608.825184,21.36,0.54
1647380612.9791102,21.35,0.54
1647380618.1915095,21.36,0.54
1647380623.3834999,21.37,0.54
1647380628.5776668,21.4,0.54
1647380633.786462,21.42,0.54
1647380638.9738514,21.42,0.54
1647380643.136376,21.45,0.54
1647380648.3366528,21.46,0.54
1647380653.5410478,21.46,0.54
1647380658.7421787,21.43,0.54
1647380663.935374,21.47,0.54
1647380668.09247,21.46,0.54
1647380673.2954495,21.47,0.54
1647380678.498559,21.49,0.54
1647380683.7027557,21.47,0.54
1647380688.8969476,21.47,0.54
1647380693.0535848,21.46,0.54
1647380698.2603528,21.47,0.54
1647380703.471303,21.46,0.54
1647380708.6603975,21.47,0.53
1647380713.858205,21.46,0.54
1647380719.0585492,21.47,0.54
1647380723.2176402,21.47,0.54
1647380728.4111903,21.49,0.54
1647380733.6236613,21.46,0.54
1647380738.8164294,21.47,0.54
1647380744.0217826,21.45,0.54
1647380748.1794913,21.45,0.54
1647380753.3834782,21.43,0.54
1647380758.587001,21.45,0.54
1647380763.779453,21.43,0.54
1647380768.9862316,21.43,0.54
1647380774.1910384,21.43,0.54
1647380778.3379843,21.45,0.54
1647380783.5446744,21.43,0.54
1647380788.738994,21.42,0.54
1647380793.9478166,21.45,0.54
1647380799.146912,21.43,0.54
1647380803.3070774,21.45,0.54
1647380808.4934216,21.42,0.54
1647380813.708528,21.43,0.54
1647380818.8954115,21.45,0.54
1647380824.1045403,21.43,0.54
1647380829.2955375,21.39,0.54
1647380833.4590213,21.42,0.54
1647380838.6697717,21.4,0.54
1647380843.8579333,21.43,0.54
1647380849.0622323,21.4,0.54
1647380854.2588086,21.39,0.54
1647380858.4109972,21.39,0.54
1647380863.6169438,21.36,0.54
1647380868.8215315,21.35,0.54
1647380874.0253243,21.36,0.54
1647380879.2237623,21.37,0.54
1647380884.4293385,21.39,0.54
1647380888.593834,21.36,0.54
1647380893.7784529,21.37,0.54
1647380898.982879,21.36,0.54
1647380904.1930199,21.39,0.54
1647380909.3813384,21.4,0.54
1647380913.543254,21.39,0.54
1647380918.7363825,21.39,0.54
1647380923.9339094,21.4,0.54
1647380929.1350186,21.37,0.54
1647380934.338419,21.36,0.54
1647380938.5061858,21.39,0.54
1647380943.698222,21.39,0.54
1647380948.9041433,21.4,0.54
1647380954.1083403,21.39,0.54
1647380959.3067694,21.37,0.54
1647380964.5008016,21.42,0.54
1647380968.659684,21.42,0.54
1647380973.882495,21.43,0.54
1647380979.082947,21.43,0.54
1647380984.2704716,21.47,0.54
1647380989.4628413,21.46,0.54
1647380993.6367164,21.47,0.54
1647380998.8282678,21.45,0.54
1647381004.019418,21.47,0.54
1647381009.2177315,21.47,0.54
1647381014.4255896,21.47,0.53
1647381019.6200008,21.47,0.54
1647381023.7951927,21.47,0.54
1647381028.9790068,21.46,0.54
1647381034.187384,21.47,0.54
1647381039.38855,21.49,0.54
1647381044.5891712,21.47,0.54
1647381048.7438402,21.47,0.54
1647381053.9490404,21.49,0.53
1647381059.1530035,21.47,0.53
1647381064.350688,21.46,0.53
1647381069.539703,21.47,0.53
1647381074.752946,21.43,0.54
1647381078.9154406,21.43,0.54
1647381084.1125832,21.42,0.54
1647381089.3058312,21.39,0.54
1647381094.4944496,21.4,0.54
1647381099.6991756,21.43,0.54
1647381103.8612852,21.42,0.54
1647381109.0588732,21.43,0.54
1647381114.2638261,21.45,0.54
1647381119.4681053,21.42,0.53
1647381124.6774035,21.4,0.53
1647381128.8297763,21.4,0.53
1647381134.0387816,21.4,0.54
1647381139.2200134,21.39,0.54
1647381144.433153,21.37,0.54
1647381149.638326,21.4,0.54
1647381154.8363743,21.4,0.54
1647381158.9962258,21.45,0.54
1647381164.1884818,21.46,0.54
1647381169.3887877,21.47,0.54
1647381174.5772176,21.45,0.53
1647381179.789202,21.46,0.53
1647381183.959349,21.45,0.53
1647381189.145486,21.45,0.53
1647381194.3369403,21.42,0.54
1647381199.5507176,21.43,0.53
1647381204.7501514,21.45,0.53
1647381209.9386566,21.46,0.53
1647381214.1171598,21.45,0.53
1647381219.3056707,21.46,0.53
1647381224.4982247,21.45,0.53
1647381229.7101133,21.43,0.53
1647381234.915126,21.43,0.53
1647381239.0689101,21.43,0.53
1647381244.2611651,21.42,0.53
1647381249.465258,21.4,0.53
1647381254.6815102,21.4,0.53
1647381259.8568826,21.42,0.54
1647381265.068228,21.45,0.53
1647381269.2295482,21.46,0.53
1647381274.418656,21.47,0.53
1647381279.6244786,21.47,0.53
1647381284.821088,21.47,0.53
1647381290.0211241,21.47,0.53
1647381294.1883621,21.49,0.53
1647381299.3801608,21.46,0.53
1647381304.5871155,21.43,0.53
1647381309.786737,21.45,0.53
1647381314.9788637,21.4,0.53
1647381320.1893873,21.42,0.53
1647381324.3433146,21.4,0.53
1647381329.5542507,21.42,0.53
1647381334.7572913,21.45,0.53
1647381339.9405782,21.46,0.53
1647381345.146328,21.46,0.53
1647381349.3184595,21.46,0.53
1647381354.5076063,21.47,0.53
1647381359.7128434,21.46,0.53
1647381364.9001174,21.47,0.53
1647381370.1141744,21.5,0.53
1647381375.3058398,21.46,0.53
1647381379.4681773,21.46,0.53
1647381384.6842873,21.45,0.53
1647381389.8641582,21.46,0.53
1647381395.067499,21.49,0.53
1647381400.2605336,21.45,0.53
1647381404.4286823,21.45,0.53
1647381409.6297023,21.45,0.53
1647381414.8329527,21.45,0.53
1647381420.0251026,21.43,0.53
1647381425.2291875,21.43,0.53
1647381429.3899786,21.43,0.53
1647381434.584261,21.45,0.53
1647381439.7787652,21.47,0.53
1647381444.992795,21.45,0.53
1647381450.1924813,21.42,0.53
1647381455.3859742,21.46,0.53
1647381459.5635605,21.46,0.53
1647381464.741447,21.42,0.53
1647381469.9472258,21.45,0.53
1647381475.1503189,21.46,0.53
1647381480.351997,21.47,0.53
1647381484.511363,21.46,0.53
1647381489.7109475,21.49,0.53
1647381494.9144964,21.46,0.53
1647381500.1078591,21.47,0.53
1647381505.3118207,21.46,0.53
1647381510.5058563,21.49,0.53
1647381514.6606286,21.47,0.53
1647381519.8658717,21.42,0.53
1647381525.073109,21.45,0.53
1647381530.2651336,21.45,0.53
1647381535.4760623,21.45,0.53
1647381539.6208224,21.45,0.53
1647381544.8272374,21.45,0.53
1647381550.0315719,21.45,0.53
1647381555.2383034,21.45,0.53
1647381560.437632,21.46,0.53
1647381565.630048,21.45,0.53
1647381569.7962286,21.42,0.53
1647381574.9863484,21.45,0.53
1647381580.1805258,21.4,0.53
1647381585.388442,21.42,0.53
1647381590.5931392,21.39,0.53
1647381594.7410214,21.4,0.53
1647381599.9415035,21.42,0.53
1647381605.138745,21.43,0.53
1647381610.3478186,21.43,0.53
1647381615.546482,21.39,0.53
1647381620.7388294,21.42,0.53
1647381624.9131796,21.42,0.53
1647381630.1057193,21.45,0.53
1647381635.313341,21.4,0.53
1647381640.5104878,21.36,0.53
1647381645.7149487,21.35,0.53
1647381649.8619473,21.39,0.53
1647381655.05926,21.39,0.53
1647381660.2692142,21.43,0.53
1647381665.4681795,21.43,0.53
1647381670.6809006,21.39,0.53
1647381674.8312788,21.43,0.53
1647381680.016896,21.42,0.53
1647381685.2260056,21.43,0.53
1647381690.4332812,21.4,0.53
1647381695.628884,21.45,0.53
1647381700.8176515,21.39,0.53
1647381704.9958572,21.43,0.53
1647381710.1875744,21.4,0.53
1647381715.3947585,21.42,0.53
1647381720.5768256,21.42,0.53
1647381725.7891777,21.42,0.53
1647381729.9414713,21.42,0.53
1647381735.1516483,21.45,0.53
1647381740.3561316,21.42,0.53
1647381745.563377,21.4,0.53
1647381750.744132,21.4,0.53
1647381755.937711,21.4,0.53
1647381760.0990999,21.39,0.53
1647381765.3017838,21.42,0.53
1647381770.5135674,21.42,0.53
1647381775.7025082,21.42,0.53
1647381780.9094422,21.4,0.53
1647381785.068672,21.42,0.53
1647381790.268615,21.43,0.53
1647381795.4766016,21.43,0.53
1647381800.6833088,21.42,0.53
1647381805.8615608,21.43,0.53
1647381810.0183198,21.43,0.53
1647381815.232338,21.42,0.53
1647381820.4275634,21.43,0.53
1647381825.6348007,21.45,0.53
1647381830.826706,21.46,0.53
1647381836.021127,21.47,0.53
1647381840.1968458,21.47,0.53
1647381845.3809931,21.45,0.53
1647381850.5861728,21.43,0.53
1647381855.793382,21.43,0.53
1647381860.9865825,21.43,0.53
1647381865.151354,21.43,0.53
1647381870.3472004,21.42,0.53
1647381875.543861,21.4,0.53
1647381880.7547154,21.45,0.53
1647381885.9449549,21.46,0.53
1647381891.1460419,21.46,0.53
1647381895.3058412,21.45,0.53
1647381900.501568,21.4,0.53
1647381905.7062113,21.42,0.53
1647381910.9135313,21.42,0.53
1647381916.103812,21.43,0.53
1647381920.2685437,21.43,0.53
1647381925.461681,21.45,0.53
1647381930.6715755,21.42,0.53
1647381935.859339,21.43,0.53
1647381941.0614097,21.42,0.53
1647381946.2711086,21.43,0.53
1647381950.42382,21.45,0.53
1647381955.6424077,21.47,0.53
1647381960.8206687,21.47,0.53
1647381966.0177505,21.49,0.53
1647381971.2230828,21.46,0.53
1647381975.4004688,21.47,0.53
1647381980.5843074,21.45,0.53
1647381985.7878525,21.45,0.53
1647381990.9806275,21.42,0.53
1647381996.1864421,21.42,0.53
1647382000.337371,21.43,0.53
1647382005.5475733,21.45,0.53
1647382010.7559912,21.43,0.53
1647382015.946286,21.42,0.53
1647382021.1634715,21.42,0.53
1647382026.3439276,21.42,0.53
1647382030.5108151,21.43,0.53
1647382035.7034311,21.45,0.53
1647382040.907761,21.47,0.53
1647382046.115068,21.45,0.53
1647382051.3134058,21.43,0.53
1647382055.4738235,21.43,0.53
1647382060.6822462,21.4,0.53
1647382065.8592334,21.4,0.53
1647382071.0707738,21.4,0.53
1647382076.267253,21.4,0.53
1647382081.4672022,21.4,0.53
1647382085.6355822,21.37,0.53
1647382090.8243916,21.39,0.53
1647382096.0196767,21.36,0.53
1647382101.2193606,21.39,0.53
1647382106.4208293,21.43,0.53
1647382110.5834708,21.42,0.53
1647382115.7819152,21.42,0.53
1647382120.9917963,21.39,0.53
1647382126.1876683,21.42,0.53
1647382131.3853116,21.39,0.53
1647382135.5510063,21.42,0.53
1647382140.73691,21.4,0.53
1647382145.945758,21.42,0.53
1647382151.146101,21.42,0.53
1647382156.3438709,21.37,0.53
1647382161.5561695,21.42,0.53
1647382165.708641,21.37,0.53
1647382170.9019203,21.4,0.53
1647382176.1115894,21.43,0.53
