1647500402.301497,21.19,0.4
1647500407.5022693,21.19,0.4
1647500411.6673167,21.18,0.4
1647500416.8586068,21.16,0.4
1647500422.0571008,21.19,0.4
1647500427.2552266,21.16,0.39
1647500432.4586897,21.19,0.4
1647500436.6223316,21.19,0.4
1647500441.8381257,21.19,0.4
1647500447.027952,21.18,0.4
1647500452.2289193,21.16,0.4
1647500457.4180322,21.18,0.4
1647500461.5855975,21.2,0.4
1647500466.7784948,21.19,0.4
1647500471.979623,21.2,0.4
1647500477.1866345,21.19,0.4
1647500482.3994782,21.19,0.4
1647500487.5746744,21.18,0.4
1647500491.7348275,21.18,0.4
1647500496.9352386,21.19,0.4
1647500502.1390038,21.15,0.4
1647500507.3392737,21.18,0.4
1647500512.5388386,21.19,0.4
1647500516.7004282,21.19,0.4
1647500521.9084687,21.18,0.4
1647500527.0999684,21.19,0.4
1647500532.3003616,21.16,0.4
1647500537.5086753,21.16,0.4
1647500542.7014472,21.19,0.4
1647500546.8567379,21.16,0.4
1647500552.0603952,21.18,0.4
1647500557.2601378,21.18,0.4
1647500562.4610608,21.18,0.4
1647500567.6664915,21.18,0.4
1647500571.8147557,21.18,0.4
1647500577.013675,21.18,0.4
1647500582.216577,21.16,0.4
1647500587.4350832,21.19,0.4
1647500592.620467,21.18,0.4
1647500597.8251822,21.19,0.4
1647500601.9928765,21.16,0.4
1647500607.1877797,21.19,0.4
1647500612.3851564,21.19,0.4
1647500617.5830986,21.19,0.4
1647500622.7857547,21.19,0.4
1647500626.9376998,21.18,0.4
1647500632.153832,21.16,0.4
1647500637.349835,21.18,0.4
1647500642.5421844,21.19,0.4
1647500647.744829,21.19,0.4
1647500651.9019964,21.2,0.4
1647500657.0991778,21.18,0.4
1647500662.2942169,21.19,0.4
1647500667.4993825,21.18,0.4
1647500672.6992748,21.19,0.4
1647500677.9164162,21.19,0.4
1647500682.059592,21.19,0.4
1647500687.2625692,21.2,0.4
1647500692.4546878,21.19,0.4
1647500697.6628728,21.19,0.4
1647500702.872644,21.18,0.4
1647500707.038784,21.18,0.4
1647500712.229159,21.18,0.4
1647500717.4276795,21.18,0.4
1647500722.624728,21.2,0.4
1647500727.8266423,21.18,0.4
1647500733.016489,21.18,0.4
1647500737.1796238,21.18,0.4
1647500742.386326,21.18,0.4
1647500747.5867748,21.18,0.4
1647500752.7867851,21.19,0.4
1647500757.9880657,21.16,0.4
1647500762.1400073,21.18,0.4
1647500767.3340633,21.19,0.4
1647500772.534786,21.18,0.4
1647500777.7452073,21.19,0.4
1647500782.9352114,21.2,0.4
1647500787.1010575,21.19,0.4
1647500792.2972705,21.18,0.4
1647500797.4972165,21.18,0.4
1647500802.7074876,21.18,0.4
1647500807.8955057,21.18,0.4
1647500813.1018944,21.18,0.4
1647500817.259629,21.2,0.4
1647500822.4593458,21.16,0.4
