1647932402.9731228,20.16,0.45
1647932408.1809046,20.21,0.45
1647932413.3939443,20.16,0.45
1647932418.580015,20.19,0.45
1647932423.7808611,20.19,0.45
1647932427.9342854,20.19,0.45
1647932433.133276,20.21,0.45
1647932438.3365371,20.22,0.45
1647932443.550286,20.21,0.45
1647932448.733782,20.21,0.45
1647932453.9371598,20.19,0.45
1647932458.102123,20.21,0.45
1647932463.3046587,20.18,0.45
1647932468.4930768,20.18,0.45
1647932473.7051573,20.19,0.45
1647932478.9025717,20.19,0.45
1647932483.0617757,20.19,0.45
1647932488.2737474,20.19,0.45
1647932493.4570506,20.15,0.45
1647932498.664615,20.18,0.45
1647932503.8617973,20.16,0.45
1647932509.0582802,20.18,0.45
1647932513.2170799,20.18,0.45
1647932518.4150085,20.18,0.45
1647932523.6152074,20.16,0.45
1647932528.8267121,20.18,0.45
1647932534.0228026,20.19,0.45
1647932538.1811767,20.16,0.45
1647932543.3828773,20.19,0.45
1647932548.5739782,20.21,0.45
1647932553.7850091,20.16,0.45
1647932558.9790246,20.19,0.45
1647932564.1726718,20.18,0.45
1647932568.3389513,20.18,0.45
1647932573.5355787,20.19,0.45
1647932578.7447264,20.19,0.45
1647932583.9411013,20.18,0.45
1647932589.1335263,20.18,0.45
1647932593.3131936,20.18,0.45
1647932598.4939086,20.16,0.45
1647932603.6928988,20.18,0.45
1647932608.9023995,20.18,0.45
1647932614.1051505,20.16,0.45
1647932618.2747765,20.18,0.45
1647932623.454311,20.18,0.45
1647932628.6659849,20.18,0.45
1647932633.8614554,20.21,0.45
1647932639.0566592,20.19,0.45
1647932644.26099,20.18,0.45
1647932648.4171073,20.22,0.45
1647932653.6234305,20.18,0.45
1647932658.818036,20.19,0.45
1647932664.020423,20.21,0.45
1647932669.2250628,20.19,0.45
1647932673.384059,20.19,0.45
1647932678.5872865,20.19,0.45
1647932683.7827797,20.16,0.45
1647932688.9863343,20.19,0.45
1647932694.1838934,20.15,0.45
1647932699.3830204,20.18,0.45
1647932703.541516,20.16,0.45
1647932708.7430093,20.18,0.45
1647932713.939109,20.16,0.45
1647932719.1453657,20.16,0.45
1647932724.34005,20.18,0.45
1647932728.5015662,20.15,0.45
1647932733.6988535,20.18,0.45
1647932738.9036276,20.19,0.45
1647932744.0935621,20.18,0.45
1647932749.304673,20.16,0.45
1647932753.4611595,20.18,0.45
1647932758.664714,20.18,0.45
1647932763.855643,20.18,0.45
1647932769.0552826,20.21,0.45
1647932774.264574,20.19,0.45
1647932779.4560962,20.18,0.45
1647932783.6243343,20.18,0.45
1647932788.8228385,20.21,0.45
1647932794.0232663,20.18,0.45
1647932799.2172203,20.18,0.45
1647932804.420276,20.16,0.45
1647932808.5758824,20.16,0.45
1647932813.7809713,20.18,0.45
1647932818.9830031,20.16,0.45
1647932824.1782393,20.16,0.45
1647932829.3832417,20.16,0.45
1647932834.5876431,20.18,0.45
1647932838.733834,20.18,0.45
1647932843.9440153,20.16,0.45
1647932849.1444688,20.16,0.45
1647932854.3391852,20.18,0.45
1647932859.5388927,20.18,0.45
1647932863.6982107,20.16,0.45
1647932868.9070837,20.16,0.45
1647932874.0957959,20.18,0.45
1647932879.307446,20.19,0.45
1647932884.5047948,20.18,0.45
1647932888.6525638,20.18,0.45
1647932893.8539028,20.15,0.45
1647932899.0673766,20.15,0.45
1647932904.2526197,20.16,0.45
1647932909.4624076,20.18,0.45
1647932914.6610296,20.15,0.45
1647932918.8327596,20.15,0.45
1647932924.0197947,20.16,0.45
1647932929.221671,20.19,0.45
1647932934.4261878,20.16,0.45
1647932939.6255562,20.16,0.45
1647932943.787162,20.15,0.45
1647932948.9891882,20.16,0.45
1647932954.1874628,20.15,0.45
1647932959.3781257,20.18,0.45
1647932964.5874112,20.16,0.45
1647932969.7739043,20.16,0.45
1647932973.9433837,20.16,0.45
1647932979.1364088,20.18,0.45
1647932984.3451827,20.18,0.45
1647932989.5355754,20.21,0.45
1647932994.7425199,20.18,0.45
1647932998.8983746,20.18,0.45
1647933004.1002665,20.21,0.45
